acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence
0.0302,['Daniel Ortgiess'],0.7070000000000001,92000,0.901,0,6q7lmbGSTGScYE3Nh22bwS,0.0149,10,0.268,-5.9460000000000015,1,Horizon Dawn (CC652),9,2020-01-10,0.0566,125.515,0.72
0.000237,['Giuseppe Ottaviani'],0.428,97000,0.995,0,2nh9XKDQWKUzMmootehrvN,0.931,11,0.204,-5.965,0,Panama (CC652),7,2020-01-10,0.0685,138.05200000000002,0.424
0.000133,['Hard Men Working Hard'],0.669,219048,0.885,1,3fVNLK85MpcCfqBUbIAyCf,8.1e-06,4,0.183,-8.45,0,Hate Crime,5,2020-05-26,0.317,125.968,0.7090000000000001
0.0011,"['Ferry Corsten', 'Gouryella']",0.424,184600,0.952,0,44bBQ7gZkNauqR1jhyDljx,0.968,11,0.0867,-5.852,0,Surga (CC652),8,2020-01-10,0.0395,135.085,0.326
0.0001189999999999,['Bodo Kaiser'],0.638,164000,0.956,0,06zejZfjOJZkimpm9atXhC,0.00224,3,0.332,-5.169,1,Tokyo (CC652),9,2020-01-10,0.278,128.50799999999998,0.565
0.00118,"['Ferry Corsten', 'Gabriel & Dresden']",0.513,154400,0.988,0,0hxVGU8sGe0J4aFtn9fOfI,0.71,11,0.4529999999999999,-5.443,0,I Am You (CC652),9,2020-01-10,0.0422,128.208,0.425
1.6e-05,['Marcus Santoro'],0.598,134000,0.962,0,2RdaHZVhN3d7Q17PSEpBpb,0.805,11,0.154,-6.492000000000001,0,Memento (CC652),7,2020-01-10,0.0687,128.672,0.44
0.0136,['Dim3nsion'],0.421,58600,0.961,0,7s2uZGxfxElb3tx5PPNba5,0.994,0,0.469,-6.0870000000000015,1,Blue Deck (CC652),8,2020-01-10,0.0978,130.10399999999998,0.183
6.1e-05,['Above & Beyond'],0.551,104800,0.973,0,47ruy8Kznapdou3QfFqOnt,0.087,6,0.288,-5.305,0,Another Angel (CC652),8,2020-01-10,0.0596,127.995,0.43
0.000385,['Jon Bourne'],0.483,78000,0.935,0,4D8oc39FqblI8KvscQ9FfW,1.46e-05,3,0.222,-4.689,0,Budapest (CC652),7,2020-01-10,0.239,129.82399999999998,0.415
0.136,['Ferry Corsten'],0.5670000000000001,72800,0.804,0,3XVsAmoFcTIFr3aG1pBRBU,0.0,7,0.331,-4.533,1,Corsten's Countdown 652 Intro,8,2020-01-10,0.423,112.938,0.682
5.19e-05,"['Dim3nsion', 'DJ Nano']",0.3229999999999999,132000,0.988,0,2T0YxZ7kBxlT5Jc5Abub9r,0.95,6,0.122,-5.89,0,Santa Monica (CC652),8,2020-01-10,0.0525,131.161,0.8190000000000001
0.000634,"['M.I.K.E. Push', 'Robert Nickson']",0.485,111000,0.946,0,3nHAHb05JjmMbvB4Fp6Ame,0.805,2,0.387,-7.572,0,Lunar Lander (CC652),7,2020-01-10,0.0657,138.04399999999998,0.0479
7.24e-06,"['Paul van Dyk', 'Elated']",0.606,90000,0.93,0,6F2XvqNPB1CTpEsB9S6Lve,0.82,7,0.517,-6.428999999999999,1,Parallel Dimension (CC652),7,2020-01-10,0.0447,138.019,0.256
0.307,['Mohamed Bahi'],0.478,112000,0.955,0,6HqqFJY5Aw59rwFOTxEOak,0.901,5,0.476,-7.774,1,Homeward (CC652),7,2020-01-10,0.108,138.04,0.5820000000000001
0.00426,['Hard Men Working Hard'],0.578,265200,0.748,1,1iFyHtSjuFBw0X6wQVkRMF,0.0,2,0.129,-9.531,1,Let Me In M'lady,6,2020-05-26,0.225,150.192,0.59
5.44e-05,"['Ferry Corsten', 'Johnny B']",0.5329999999999999,133000,0.99,0,7GV57u6muoOKFiQMRGGQsN,0.0394,10,0.312,-5.603,0,Hear It Now (CC652) - Ferry’s Fix,8,2020-01-10,0.136,130.306,0.114
0.0547,"['Freddie Gibbs', 'Hit-Boy', 'Big Sean']",0.813,104912,0.557,1,4wmZtoif8SGm7PDqgKrEXr,0.0,10,0.128,-6.655,0,4 Thangs (feat. Big Sean & Hit-Boy),74,2020-10-30,0.133,83.012,0.764
0.966,"['Joseph Hellmesberger, Jr.', 'Andris Nelsons', 'Wiener Philharmoniker']",0.306,293867,0.0832,0,6vexgDtC2T4CK8xeAf4k6N,0.802,9,0.1,-25.53,1,Gavotte,32,2020-01-17,0.0396,140.997,0.257
0.1689999999999999,"['$NOT', 'Flo Milli']",0.8440000000000001,125853,0.72,1,3PXi72ZtSqx1PZc40KS0Qj,0.0,1,0.0797,-7.417999999999997,0,Mean,75,2020-10-30,0.3,99.917,0.631
0.0121,"['Gareth Emery', 'Annabel']",0.4920000000000001,211583,0.51,0,6QfcL5rVYc0RqQ3UZX69kD,0.00108,0,0.145,-12.341,1,You'll Be OK,34,2020-12-11,0.0348,135.056,0.14
0.158,['Bad Bunny'],0.763,139576,0.597,1,23XjN1s3DZC8Q9ZwuorYY4,1.83e-05,1,0.111,-5.053999999999999,1,TE DESEO LO MEJOR,81,2020-11-27,0.0416,126.054,0.1939999999999999
0.00109,"['Assaf', 'Cassandra Grey']",0.691,228571,0.763,0,01bxMdpn9t2FWsyXMbZUOe,0.123,5,0.12,-6.4620000000000015,1,Lost At Sea,33,2020-12-11,0.0356,126.011,0.123
0.0213,"['Playboi Carti', 'Kid Cudi']",0.657,312257,0.604,1,7zLMYtNJcabv4h4wBnjNQI,0.0,0,0.156,-6.045,1,M3tamorphosis (feat. Kid Cudi),75,2020-12-25,0.0374,73.933,0.122
0.2689999999999999,"['Jay Wheeler', 'DJ Nelson', 'Myke Towers']",0.845,219048,0.677,0,4HYDUMY0xSpeBr0AMY9cUz,0.000917,11,0.108,-4.798,0,La Curiosidad,89,2020-06-12,0.136,90.01299999999998,0.68
0.0648,['Armin van Buuren'],0.747,32310,0.632,0,25UZ8GVgOentSgIvXXWWHN,0.0,7,0.186,-6.313,1,"A State Of Trance (ASOT 992) - Pre-Order: A State Of Trance Year Mix 2020, Pt. 1",25,2020-11-26,0.288,86.884,0.753
0.362,['Boza'],0.725,186133,0.7559999999999999,0,3VvA1wSxukMLsvXoXtlwWx,0.000685,4,0.103,-5.013,1,Hecha Pa' Mi,92,2020-07-31,0.0572,100.07,0.828
0.608,"['Sista Prod', 'Subvrbs']",0.768,154599,0.3389999999999999,0,0qUcpOOna3kkrwfqky85e1,0.000956,0,0.261,-13.169,1,Eyes Blue Like The Atlantic (feat. Subvrbs),79,2020-07-20,0.777,76.229,0.568
0.222,['Years & Years'],0.746,233228,0.486,0,4VEByNkzYJ8rPVtaDQbiU9,1.38e-06,10,0.123,-7.004,1,Breathe,24,2020-06-12,0.0344,92.018,0.417
0.000674,['Playboi Carti'],0.8909999999999999,117240,0.628,1,1Bg2CNZw6S4e9cGWPmi0uI,0.0,1,0.119,-6.35,1,Place,74,2020-12-25,0.105,131.06,0.04
0.0822,['Armin van Buuren'],0.669,40630,0.6609999999999999,0,5ECn5le1W6lcBJxgtPsSas,0.0,9,0.418,-7.03,1,"A State Of Trance (ASOT 992) - Pre-Order: A State Of Trance Year Mix 2020, Pt. 2",25,2020-11-26,0.35,129.866,0.83
0.239,['Kid Cudi'],0.589,242267,0.727,1,27oVCAziETRbNuo5A8LNpg,0.0277,10,0.1639999999999999,-6.907,0,"Solo Dolo, Pt. III",74,2020-12-11,0.0866,152.058,0.52
0.0222,['Juice WRLD'],0.652,182922,0.6709999999999999,1,4PPLJAEYBSOcnzr9TZoqf9,0.0,2,0.107,-5.89,1,Can't Die,75,2020-07-10,0.0756,84.008,0.2739999999999999
0.00419,['Leaving Laurel'],0.748,379464,0.787,0,0eZPeiMttWBveKreWHLjhI,0.81,6,0.159,-6.613,1,sometimes it’s scary…but it’s still you and me - Mixed,25,2020-12-17,0.067,124.012,0.1119999999999999
0.0066799999999999,['BLACKPINK'],0.6579999999999999,192760,0.733,0,4Ws314Ylb27BVsvlZOy30C,0.0,6,0.118,-4.756,1,Lovesick Girls,80,2020-10-02,0.0586,127.977,0.4639999999999999
0.017,['Armin van Buuren'],0.43,37500,0.957,0,4AsrO3mmLgLKB1ivw9bEXM,0.0,8,0.417,-5.984,1,A State Of Trance (ASOT 997) - Outro,30,2020-12-31,0.31,159.02100000000004,0.356
0.3929999999999999,"['FLETCHER', 'Kito']",0.7240000000000001,194750,0.594,1,5Z0AM9HW78XIyZqF2BPasr,0.00116,6,0.0889,-7.126,0,Bitter,77,2020-05-13,0.102,136.002,0.413
0.389,['Mac Miller'],0.742,209440,0.5529999999999999,1,2hwOoMtWPtTSSn6WHV7Vp5,0.0,8,0.0694,-8.98,1,Blue World,76,2020-01-17,0.419,84.931,0.508
0.00313,['Cristoph'],0.629,369042,0.919,0,45Bq5hF3GurkNB9tzpibza,0.8340000000000001,4,0.203,-6.595,0,Big H 2020 - Mixed,21,2020-12-17,0.0415,124.881,0.176
0.247,['Kid Cudi'],0.636,176027,0.647,1,4nuAslShoN77tq12fzwjUq,0.00123,5,0.113,-6.971,0,Sad People,74,2020-12-11,0.0381,158.07299999999995,0.416
0.508,['Leonardo Makno'],0.805,133281,0.417,0,08ejYlzduA6O82FJgnFKQz,0.0201,4,0.0903,-11.722,0,Year 2020,16,2020-10-29,0.0462,129.984,0.5479999999999999
0.408,['Ozzy Osbourne'],0.4539999999999999,293183,0.913,0,7ACxUo21jtTHzy7ZEV56vU,0.000271,9,0.248,-4.008,1,Crazy Train,77,2020-09-18,0.107,137.688,0.521
0.000939,"['Sean Tyas', 'James Kitcher', 'Adam Taylor', 'David Elston']",0.516,480000,0.995,0,4y1YGDVEQCzJutdY8UETdt,0.8420000000000001,6,0.195,-6.904,0,Mantra - David Elston Extended Remix,28,2020-12-25,0.0561,139.994,0.34
0.0168,"['Moneybagg Yo', 'City Girls', 'DaBaby']",0.913,177704,0.625,1,7HbnX1fxCAoPa7nRVFSEFW,0.0,10,0.125,-6.901,0,Said Sum (feat. City Girls & DaBaby) - Remix,74,2020-09-17,0.3339999999999999,126.915,0.298
0.0115,"['DaBaby', 'Young Thug']",0.7090000000000001,153467,0.679,1,2T5NBwKRySiCR78vVk08vr,0.0,11,0.0971,-6.502999999999999,0,BLIND (feat. Young Thug),76,2020-08-04,0.346,162.97299999999996,0.754
0.5479999999999999,"['Alex Metric', 'Amtrac']",0.726,317035,0.909,0,6UtisDGlS9rFAXwNRIpRI8,0.667,11,0.145,-5.259,1,Upswing - Mixed,25,2020-12-17,0.0483,121.01,0.711
0.6,['Taylor Swift'],0.593,294521,0.377,1,5kI4eCXXzyuIUXjQra0Cxi,0.0,0,0.0976,-8.761000000000001,1,betty,75,2020-07-24,0.0253,95.939,0.502
0.93,['Christopher McGinnis'],0.3829999999999999,172381,0.0533,0,3i9UvP2kpGYO0spw0cO9kc,0.947,0,0.1009999999999999,-30.581,0,New Years Eve 2020,16,2020-09-17,0.0354,85.03200000000002,0.0385
0.0761,['Morray'],0.901,223944,0.6729999999999999,1,33HO2V42Tc6xE0SbCg6vBj,0.0,4,0.143,-6.545,0,Quicksand,74,2020-10-30,0.314,119.97,0.561
0.0114,['Yotto'],0.752,317168,0.7709999999999999,0,0qvbTWuAHz8ZwqEGX6ONvF,0.8440000000000001,10,0.118,-6.035,0,Another Riff For The Good Times - Mixed,25,2020-12-17,0.0505,121.042,0.195
0.0484,['BTS'],0.764,222243,0.526,0,3QH8rQGNFX8VLbCgZ7uPTS,0.0,11,0.0718,-7.355,1,Fly To My Room,82,2020-11-20,0.212,114.91,0.588
0.0193,"['Armin van Buuren', 'Sharon Den Adel', 'Ilan Bluestone', 'Maor Levi']",0.352,263432,0.736,0,2c07kosP5G3qP4vHhwoUMT,1.98e-05,1,0.36,-4.7810000000000015,1,In And Out Of Love - ilan Bluestone & Maor Levi Remix,31,2020-12-11,0.13,129.987,0.102
0.0593,['Erica Banks'],0.956,187000,0.502,1,78xj07VVFK5uHTaGPIu13S,0.0,9,0.238,-5.995,1,Buss It,77,2020-05-15,0.213,110.003,0.795
0.00246,"['The Trap Remix Guys', 'Christmas 2019']",0.674,107359,0.773,0,5qGej00QH1aX03SMU0GGbh,0.0136,11,0.31,-5.064,0,It's the Most Wonderful Time of the Year (Trap Remix),19,2020-08-28,0.0725,139.91,0.7040000000000001
0.0313,"['Migos', 'YoungBoy Never Broke Again']",0.852,195681,0.745,1,6mtjo5kIHKlboGE84lf1FJ,0.0,11,0.0824,-3.667,0,Need It,74,2020-05-22,0.171,148.007,0.897
0.282,"['Gareth Emery', 'NASH', 'Linney']",0.512,199500,0.6970000000000001,0,3l8q87pQxV4YT4fm8LIqsh,0.000108,0,0.206,-4.352,0,Yesterday,30,2020-12-11,0.0427,129.893,0.296
0.1889999999999999,['Maluma'],0.787,200198,0.728,0,4uoR6qeWeuL4Qeu2qJzkuG,2.29e-05,6,0.0629,-3.455,0,Hawái,88,2020-07-29,0.389,180.06599999999997,0.545
0.204,"['Playboi Carti', 'Kanye West']",0.693,119738,0.434,1,0F13K9dwYH2zpTWiR8d628,0.0,4,0.2769999999999999,-8.786,0,Go2DaMoon (feat. Kanye West),74,2020-12-25,0.385,147.066,0.542
0.00716,"['Gareth Emery', 'NASH', 'Linney']",0.503,66469,0.8759999999999999,0,5flLk00fwKxx3fVxNoIBMX,0.00146,8,0.573,-6.108,1,Yesterday (FYHYM2020),22,2020-12-30,0.044,130.01,0.435
0.105,"['Jason Derulo', 'Nuka']",0.738,192921,0.85,0,4Lt6GXGzYsa1tgkv3nGSTm,0.0,8,0.23,-3.049,1,Love Not War (The Tampa Beat),86,2020-11-20,0.0642,98.013,0.865
8.27e-05,"['Key Lean', 'Kyler England']",0.424,74312,0.955,0,47HejMOnv4rCaKSRsJrXuN,0.0597,0,0.401,-6.114,0,Infinity (FYHYM2020),22,2020-12-30,0.0928,130.086,0.4529999999999999
0.121,['TWICE'],0.657,205493,0.88,0,37ZtpRBkHcaq6hHy0X98zn,0.0,10,0.4629999999999999,-3.672,0,I CAN'T STOP ME,83,2020-10-26,0.102,150.084,0.769
0.0234,"['Dye51\\50', 'E$kimo', 'Skeletxrn', 'Halfdeade$kimo']",0.768,190714,0.732,1,1UpODh2VquSDeC4VNpJBrx,0.0,5,0.354,-8.8,0,2020 Is Our Year...... Ahhh Fukk,11,2020-07-12,0.173,112.043,0.357
0.31,"['Wisin', 'Myke Towers', 'Los Legendarios']",0.823,213314,0.821,0,2bgcUk2A3jjKbCJ7KPquTi,4.28e-06,8,0.143,-3.402,0,Mi Niña,89,2020-09-23,0.166,99.999,0.7909999999999999
0.0123,"['Luke Bond', 'Sarah De Warren']",0.39,59906,0.932,0,2sEKRPE17h3udhln7kFg5S,0.00133,10,0.613,-6.556,0,Walk Away (FYHYM2020),22,2020-12-30,0.0993,129.09,0.369
0.0119,['CORPSE'],0.644,97317,0.883,1,4SPBwOTXgku4QvmRtMEGfW,0.0,1,0.377,-6.985,1,Cat Girls Are Ruining My Life!,76,2020-03-11,0.473,164.158,0.522
0.00107,"['Whitesnake', 'Chris Collier']",0.273,316159,0.995,0,05ab5MZw1beOMcRH25St2W,0.00433,4,0.215,-3.1710000000000003,0,Best Years - 2020 Remix,25,2020-06-19,0.136,104.948,0.317
0.154,['Sam Smith'],0.653,213869,0.667,0,5hvwx5i67IwnCkjl9VHkNv,0.0,10,0.107,-6.763999999999999,0,Diamonds,83,2020-09-17,0.0423,104.181,0.556
9.56e-06,"['Ilan Bluestone', 'Andrew Bayer']",0.4679999999999999,117719,0.856,0,0oQHGP2ovjrcoXU4jtlrc3,0.0144,6,0.326,-6.672999999999999,1,Black & Blue (FYHYM2020),23,2020-12-30,0.099,130.007,0.0465
0.067,"['Future', 'Drake']",0.795,237918,0.574,1,1K5KBOgreBi5fkEHvg5ap3,0.0,2,0.15,-6.903,0,Life Is Good (feat. Drake),78,2020-05-15,0.487,142.053,0.537
2.13e-06,['Aimoon'],0.41,59500,0.985,0,2R1CQ6OacTRZ42XAE4BYLU,0.939,10,0.522,-5.922999999999999,0,Moonwalker (FYHYM2020),22,2020-12-30,0.0593,129.94799999999998,0.5329999999999999
0.287,['Lil Tjay'],0.31,177528,0.722,1,1BPBcKcunC2olMIDEyQejT,0.0,7,0.345,-5.348,1,Move On,77,2020-11-20,0.0813,86.693,0.349
0.000111,['Gareth Emery'],0.531,59500,0.918,0,7DYYWbDvBP2nyLs73Hssny,0.00401,5,0.503,-6.348,0,Elise (FYHYM2020),22,2020-12-30,0.127,129.991,0.482
0.73,['Eric Church'],0.6459999999999999,195587,0.598,0,57YkkgxAiusJPMtiSG3w3c,5.87e-06,3,0.118,-10.293,1,Doing Life With Me,72,2020-12-11,0.0425,80.993,0.606
1.6800000000000002e-05,"['Armin van Buuren', 'Super8 & Tab']",0.5479999999999999,72906,0.893,0,6nkMsVLzTdAII3EiyFNMWe,0.047,7,0.348,-5.972,0,Leka (FYHYM2020),22,2020-12-30,0.161,130.02700000000002,0.0933
0.0132,['BTS'],0.731,239722,0.845,0,54DmTIv86D3sYdiawjULQ0,0.0,8,0.0782,-5.352,1,Dis-ease,81,2020-11-20,0.132,101.085,0.484
6e-05,"['Alexander Popov', 'Kitone']",0.4639999999999999,84500,0.934,0,5J65uD1EIeKkWSpI0zBG8m,0.726,1,0.317,-6.744,1,Elements (FYHYM2020),22,2020-12-30,0.0433,129.993,0.1119999999999999
0.00782,['BTS'],0.787,202313,0.669,0,2FVpOsjT1iquZ3SpCjZ9Ne,0.0,5,0.123,-4.333,0,Telepathy,82,2020-11-20,0.0428,104.994,0.57
0.0232,['Rezident'],0.55,220575,0.7090000000000001,0,421ZVZqF2Ct7R5MqsJX3J8,0.858,8,0.612,-8.185,1,Pure - Mixed,24,2020-12-17,0.0415,118.074,0.145
0.0185,['Moneybagg Yo'],0.929,155168,0.667,1,3sKz6Sd72K0ofPWcJPPk6H,0.0,8,0.1,-6.789,0,Said Sum,72,2020-09-18,0.353,126.998,0.2739999999999999
2.060000000000001e-05,['Above & Beyond'],0.417,72375,0.922,0,5NkhI5dpAxgpaVHvt5Abou,0.418,7,0.369,-6.807,1,Diving Out Of Love (FYHYM2020),23,2020-12-30,0.0457,129.77100000000002,0.105
0.0174,['Lil Baby'],0.823,205760,0.552,1,2u3EyuCqqV31woqGvO9LBz,0.0,4,0.122,-7.57,0,Sum 2 Prove,73,2020-01-10,0.324,124.038,0.418
0.0253,"['Moon Boots', 'Steven Klavier', 'Kenny Dope']",0.69,428198,0.943,0,0yLcHTqnrU2v8l0Tx3aSTy,0.7959999999999999,5,0.119,-5.483,0,Tied Up - Kenny Dope Remix (Mixed),24,2020-12-17,0.0527,123.811,0.8170000000000001
0.161,['Giveon'],0.599,205116,0.449,0,08HPWLi0YmRUStJzkQ1ffh,2.660000000000001e-05,7,0.107,-7.422999999999999,1,Stuck On You,75,2020-09-30,0.0529,158.0,0.143
1.32e-05,"['Sheridan Grout', 'Mark Bester', 'Julia Ross']",0.3929999999999999,59531,0.706,0,1R1qeF07Ur6w8oB6WqibT5,5.92e-06,1,0.873,-5.409,1,Under Water (FYHYM2020),23,2020-12-30,0.0488,128.181,0.155
0.113,['H.E.R.'],0.6459999999999999,223415,0.696,0,0KS2h61pHQ4WmOwruD7uxD,0.0,1,0.115,-6.505,1,Damage,74,2020-10-21,0.065,81.336,0.18
0.000517,"['Andrew Rayel', 'Olivia Sebastianelli']",0.508,104094,0.856,0,7xYWlZVz96uViLFyehYIzc,0.0363,5,0.469,-6.101,0,Everything Everything (FYHYM2020),22,2020-12-30,0.27,129.412,0.176
0.8270000000000001,['Thundercat'],0.586,116630,0.893,0,1c5CllrZr45UBhWpIqM332,0.642,7,0.212,-8.772,1,Funny Thing,76,2020-04-03,0.439,140.023,0.65
1.73e-06,"['Husman', 'Fisherman']",0.436,44437,0.593,0,7kwtnqHTp4EPkH6DOzALSP,0.994,5,0.382,-7.2189999999999985,0,The South (FYHYM2020),22,2020-12-30,0.0392,129.875,0.0583
0.379,['Kid Cudi'],0.7859999999999999,201093,0.61,1,2koUj1Fn5TKFEkChSmBPIb,0.00082,0,0.0765,-6.7360000000000015,1,Heaven On Earth,73,2020-12-11,0.0558,130.036,0.228
0.000293,"['Armin van Buuren', 'AVIAN GRAYS', 'Jordan Shaw', 'Cosmic Gate']",0.356,59281,0.984,0,5eY332ZbYKvAzyRVZKKYdU,0.00168,6,0.295,-5.912000000000001,1,Something Real (FYHYM2020) - Cosmic Gate Remix,23,2020-12-30,0.072,128.14,0.602
0.0172,"['Marshmello', 'Demi Lovato']",0.743,159863,0.8370000000000001,0,0zzVTGyRrWpQu8Fr28NRAv,0.0,1,0.0743,-5.025,0,OK Not To Be OK,81,2020-09-10,0.0649,103.072,0.263
0.139,['Bad Bunny'],0.762,213609,0.861,1,0Lsis3LB0XAK6XlTHXaJk2,1.08e-06,4,0.0956,-4.075,0,MALDITA POBREZA,79,2020-11-27,0.0652,133.037,0.588
0.00361,['Kahwe'],0.682,295514,0.899,0,4BMhNY5LXii4VsiW2J5vKs,0.7070000000000001,5,0.349,-6.065,0,This World - Mixed,23,2020-12-17,0.042,127.045,0.118
0.134,['Darius Rucker'],0.57,178279,0.645,0,36ISlLb12gKuCCVTYXC0gb,0.0,5,0.147,-5.816,1,Beers And Sunshine,73,2020-08-06,0.0304,81.084,0.677
0.852,['Vince Gill'],0.527,167613,0.351,0,4pbK5wZyGvXg8vABu6qvxt,7.38e-05,5,0.121,-10.883,0,It's The Most Wonderful Time Of The Year,14,2020-12-04,0.0293,97.789,0.585
0.0145,"['H.E.R.', 'A Boogie Wit da Hoodie', 'Chris Brown', 'Pop Smoke']",0.815,296011,0.513,0,6MO2bfLHKykUgCChFdw91H,0.000102,1,0.14,-8.363,1,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown)",77,2020-01-17,0.244,96.982,0.17
0.00742,"['Above & Beyond', 'Zoë Johnston']",0.4529999999999999,232272,0.7559999999999999,0,1gULRv2VeyJJ0PRXoaydW6,0.0648,6,0.0555,-7.752999999999999,1,Reverie - Above & Beyond Club Mix,30,2020-12-11,0.0472,127.899,0.0557
0.3879999999999999,['Kane Brown'],0.63,205747,0.496,0,4RN6OApAESI3Sh0gf5iuAM,0.0,8,0.088,-7.011,1,Worship You,72,2020-08-14,0.0329,78.024,0.387
0.371,['Tai Verdes'],0.871,196000,0.501,1,4y3BUo2hp0MxylfbUaqRyJ,0.0,9,0.0939,-8.904,1,Stuck In The Middle,70,2020-05-29,0.0466,119.953,0.848
0.00379,"['Aly & Fila', 'Plumb']",0.422,250286,0.959,0,2inBkyRhXyvSmzq7V4HVnx,0.0376,1,0.318,-4.39,1,Somebody Loves You (with Plumb),30,2020-12-11,0.0431,140.018,0.245
0.122,"['Myke Towers', 'Juhn']",0.713,232853,0.617,0,1xK1Gg9SxG8fy2Ya373oqb,0.0,8,0.0962,-4.637,1,Bandido,91,2020-12-10,0.0887,168.021,0.682
0.111,['TobyMac'],0.708,243000,0.672,0,4dxTzRlAhUt8Fxvt0lKfyo,1.05e-06,7,0.138,-7.2120000000000015,1,21 Years,15,2020-02-14,0.0389,101.011,0.253
0.0947,['Stellar'],0.7120000000000001,166356,0.568,1,3Pj6u2KTgepyyidp5xfbHp,0.0,5,0.1689999999999999,-7.864,0,Ashes,78,2020-05-03,0.0546,130.019,0.46
0.762,['Ezzy'],0.7440000000000001,133000,0.335,0,6Ynt8deU59F0BcJliiOY3H,0.444,6,0.104,-9.487,0,ny90,20,2020-12-20,0.166,87.85799999999998,0.2289999999999999
0.809,['Brent Faiyaz'],0.5489999999999999,180304,0.242,1,0zWbYGQq5O1KQd0iqzgjP6,8.1e-05,5,0.127,-11.692,1,Rehab (Winter In Paris),74,2020-02-07,0.038,144.211,0.286
0.536,['Toonorth'],0.6829999999999999,229161,0.213,0,02GnHEcLnYUg7zoo82MBqt,0.913,4,0.107,-18.401,0,Far From Home,20,2020-12-20,0.0442,155.018,0.262
0.114,"['Internet Money', 'Juice WRLD', 'Trippie Redd']",0.7609999999999999,174730,0.517,1,7dH9TPjTWQ60wOJkmYay8a,0.0,5,0.157,-6.916,1,Blastoff (feat. Juice Wrld & Trippie Redd),74,2020-08-28,0.0927,147.912,0.46
5.28e-06,"['Eximinds', 'Proyal']",0.452,74531,0.92,0,2lpdYWPhpKw9Q5id9QyqK9,0.0012,7,0.4920000000000001,-6.546,1,Lasers (FYHYM2020),21,2020-12-30,0.0905,128.036,0.206
0.151,"['iann dior', 'Machine Gun Kelly', 'Travis Barker']",0.748,144000,0.4920000000000001,0,0DILU9jjSTnCv1dcbUH3ib,0.0,11,0.146,-8.584,1,Sick and Tired (ft. Machine Gun Kelly and Travis Barker),75,2020-06-12,0.0498,145.097,0.483
4.27e-06,['Leon Bolier'],0.441,58125,0.954,0,4B87Nh4tPc9F6PKhSntHcR,0.979,1,0.413,-6.473,1,Perpetual (FYHYM2020),21,2020-12-30,0.0976,131.98,0.441
0.0101,"[""Why Don't We""]",0.606,216504,0.9,0,5GhJIMWAw0uMLgkdbt6uMz,0.0,0,0.075,-4.504,1,Fallin’ (Adrenaline),79,2020-09-29,0.119,133.963,0.233
0.000685,['Eximinds'],0.4270000000000001,72750,0.609,0,5si5M3VaWAVoQrs6ddvsB8,1.32e-06,1,0.625,-6.517,1,Sonata (FYHYM2020),21,2020-12-30,0.0315,132.043,0.144
0.0828,['Flo Milli'],0.8959999999999999,163019,0.78,1,1GcXzijYzyfMq6wryZjYW5,0.0,1,0.0857,-3.547,1,May I,73,2020-07-24,0.2019999999999999,106.032,0.85
5.36e-05,"['Tyron Dixon', 'Kris Kiss', 'Orjan Nilsen']",0.537,59562,0.976,0,6d8k9x9w6ArvZjQebqnOX6,0.407,1,0.426,-5.473,1,Destination (FYHYM2020) - Orjan Nilsen Remix,22,2020-12-30,0.272,129.97,0.187
0.0813,['Juice WRLD'],0.7070000000000001,200629,0.67,1,0440JCJyIAmINA8KcYgFb5,0.0,7,0.098,-6.327999999999999,0,Fighting Demons,74,2020-07-10,0.257,163.099,0.235
7.52e-05,"['Above & Beyond', 'Richard Bedford']",0.387,105000,0.923,0,5Czgc1iy4p8k1S1kWJHhbz,9.54e-05,3,0.371,-6.277,0,Bittersweet & Blue (FYHYM2020) - Above & Beyond Club Mix,22,2020-12-30,0.11,127.856,0.225
0.0902,"['PARTYNEXTDOOR', 'Rihanna']",0.43,183219,0.7,1,4HDCLYli2SUdkq9OjmvhSD,0.0,6,0.216,-5.35,1,BELIEVE IT,79,2020-03-27,0.264,158.373,0.731
0.00198,"['Gareth Emery', 'Jeremy Vancaulart']",0.669,358635,0.812,0,6qae2hDHkqKuftC9JxgQo7,0.0555,2,0.059,-6.497000000000001,1,Welcome To Your Life - Jeremy Vancaulart Remix,29,2020-12-11,0.0479,129.985,0.435
0.0967,['Ariana Grande'],0.624,146959,0.672,1,0q85C1JiECyYIQthz1posA,0.0,0,0.155,-5.334,1,obvious,76,2020-10-30,0.106,159.852,0.26
0.0057799999999999,"['Scorz', 'Diana Leah']",0.752,183876,0.847,0,46siBNeeMXG69BbyvJEsAt,0.105,0,0.0978,-6.63,1,Come To Life,29,2020-12-11,0.0379,123.999,0.206
0.044,['Playboi Carti'],0.622,166234,0.946,1,08dz3ygXyFur6bL7Au8u8J,0.0,7,0.0838,-3.593,0,Over,74,2020-12-25,0.0534,130.07,0.336
9.95e-06,"['Alexander Popov', 'ENZO', 'Cari']",0.439,73531,0.979,0,0fO8WQxyihoFjabQlRwhW2,0.995,1,0.49,-6.276,1,Stranger Inside (FYHYM2020),21,2020-12-30,0.0632,131.996,0.2769999999999999
